registro_funcional;num_vinculo;dc_cargo_base;grupo_cargo_base;nivel_cargo_base;segmento_cargo_base;referencia_cargo_comissao;relacao_juridica;qt_hora_jornada_semanal;dc_orgao;qtd_servidores_orgao;ano_nascimento;sexo;raca;pessoa_com_deficiencia;vl_remuneracao_base_mensal;vl_outro_elemento_remuneracao;vl_remuneracao_total_bruta;cedido;tempo_exercicio_dias;tempo_exercicio_dias_padro;vl_remuneracao_total_bruta_padro;k_means4
6292836;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SUBPREFEITURA GUAIANASES;208.0;1960;M;BRANCA;NAO;18521.15;3302.79;21823.94;False;10937;1.5528789817528654;0.7693925189931087;2
6292844;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1964;F;AMARELA;NAO;18093.95;2533.15;20627.1;True;10935;1.5523216264883153;0.6421588108279118;2
6293051;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;II;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1954;M;BRANCA;NAO;10602.36;1896.56;12498.92;False;10937;1.5528789817528654;-0.22193203008164136;3
6293077;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;II;ENGENHARIA;;EFETIVO;40;SUBPREFEITURA SANTO AMARO;149.0;1956;M;BRANCA;NAO;10602.36;1767.06;12369.42;True;10937;1.5528789817528654;-0.23569892056607789;3
6293115;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;DAS12;EFETIVO;40;SUBPREFEITURA VILA MARIANA;152.0;1962;M;BRANCA;NAO;18809.92;4297.76;23107.68;False;10936;1.5526003041205902;0.9058643953675531;2
6293603;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1965;M;BRANCA;NAO;20042.66;412.23;20454.89;False;10961;1.559567244927468;0.6238515041844771;2
6295096;2;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1962;F;AMARELA;NAO;7587.59;412.23;7999.82;False;4644;-0.2008393581544062;-0.7002225086803157;0
6295215;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1957;M;BRANCA;NAO;11874.63;412.23;12286.86;False;10934;1.55204294885604;-0.24447571190503598;3
6295231;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1967;M;BRANCA;NAO;15233.78;412.23;15646.01;False;10930;1.5509282383269396;0.11262892261847679;3
6296882;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1958;M;BRANCA;NAO;18093.95;2945.38;21039.33;False;10937;1.5528789817528654;0.6859821719429644;2
6296921;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1958;F;BRANCA;NAO;13754.58;3709.12;17463.7;False;10927;1.5500922054301143;0.3058639740829973;2
6297005;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1953;F;BRANCA;NAO;14854.95;2491.92;17346.87;False;10936;1.5526003041205902;0.2934440063973082;2
6297030;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1960;F;BRANCA;NAO;15499.49;5165.4;20664.89;False;10928;1.5503708830623895;0.6461761914565363;2
6297056;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1963;F;AMARELA;NAO;15006.03;2513.07;17519.1;False;10926;1.5498135277978393;0.31175343920143556;2
6297111;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1963;F;BRANCA;NAO;13754.58;2337.87;16092.45;False;10927;1.5500922054301143;0.16008908159818214;3
6297820;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;GEOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1958;F;BRANCA;NAO;16753.67;2757.74;19511.41;False;10969;1.561796665985669;0.5235519996728466;2
6301096;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;TECNOLOGIA EM ELETRICIDADE;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1967;M;PARDA;NAO;13754.58;196.3;13950.88;False;10913;1.5461907185782628;-0.06757701612193152;3
6302084;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;TECNOLOGIA EM ELETRICIDADE;;EFETIVO;40;SUBPREFEITURA SANTANA/TUCURUVI;183.0;1965;M;BRANCA;NAO;16285.93;412.39;16698.32;False;10913;1.5461907185782628;0.22449793053876543;3
6302726;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SUBPREFEITURA PIRITUBA;167.0;1966;F;BRANCA;NAO;18206.07;2961.07;21167.14;False;10909;1.5450760080491623;0.699569401848878;2
6304338;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;I;ENGENHARIA;;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1964;M;BRANCA;NAO;8309.1;;8309.1;False;10926;1.5498135277978393;-0.6673435597303038;3
6304354;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;II;ENGENHARIA;;EFETIVO;40;SUBPREFEITURA SE;277.0;1966;M;BRANCA;NAO;10602.36;1767.06;12369.42;True;10936;1.5526003041205902;-0.23569892056607789;3
6304583;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1965;M;BRANCA;NAO;16198.64;3112.0;19310.64;False;10901;1.5428465869909616;0.5022085355604117;2
6304711;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1964;F;BRANCA;NAO;18093.95;2945.38;21039.33;False;10927;1.5500922054301143;0.6859821719429644;2
6304729;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1960;M;BRANCA;NAO;16753.67;412.23;17165.9;False;10905;1.5439612975200618;0.2742054413705249;2
6304753;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;III;TECNOLOGIA EM MECANICA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1955;M;BRANCA;NAO;12280.86;412.33;12693.19;False;10906;1.544239975152337;-0.201279568194294;3
6305695;2;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;III;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1952;M;BRANCA;NAO;12484.96;2179.91;14664.87;False;10900;1.5425679093586864;0.008325857522723659;3
6306365;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1964;M;BRANCA;NAO;16753.67;3008.21;19761.88;False;10894;1.5408958435650357;0.5501789731063356;2
6308708;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SUBPREFEITURA PIRITUBA;167.0;1964;M;BRANCA;NAO;18196.7;412.23;18608.93;False;10886;1.5386664225068347;0.42761112458099904;2
6308767;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;III;TECNOLOGIA EM MECANICA;;EFETIVO;40;SECRETARIA MUNICIPAL DAS SUBPREFEITURAS;509.0;1959;M;BRANCA;NAO;12404.27;412.23;12816.5;False;10899;1.5422892317264112;-0.18817072444421012;3
6310729;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1964;F;BRANCA;NAO;18093.95;412.23;18506.18;False;10877;1.5361583238163588;0.4166879740228843;2
6310737;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1960;M;BRANCA;NAO;18762.56;6166.07;24928.63;False;10881;1.5372730343454593;1.0994460110249638;2
6310885;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1955;F;BRANCA;NAO;14854.95;2491.92;17346.87;False;10885;1.5383877448745598;0.2934440063973082;2
6310893;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;III;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1967;F;BRANCA;NAO;9748.95;1338.41;11087.36;False;10884;1.5381090672422846;-0.3719921994423456;3
6311237;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;III;TECNOLOGIA EM ELETRICIDADE;;EFETIVO;40;SUBPREFEITURA SAO MATEUS;178.0;1959;M;BRANCA;NAO;9842.12;1790.12;11632.24;False;10873;1.5350436132872585;-0.31406707753377605;3
6311300;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1963;F;BRANCA;NAO;16043.35;412.23;16455.58;False;10873;1.5350436132872585;0.19869271821295778;3
6312292;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;AGRONOMIA;;EFETIVO;40;SUBPREFEITURA FREGUESIA DO O/BRASILANDIA;181.0;1960;M;BRANCA;NAO;;;0.0;False;10885;1.5383877448745598;-1.5506676502649093;3
6312322;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;PEDAGOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE EDUCACAO;82094.0;1960;F;BRANCA;NAO;14854.95;2491.92;17346.87;False;10884;1.5381090672422846;0.2934440063973082;2
6312870;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1963;M;BRANCA;NAO;14854.95;2079.69;16934.64;True;10893;1.5406171659327605;0.24962064528225603;2
6312888;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1963;F;BRANCA;NAO;16043.35;2658.29;18701.64;False;10901;1.5428465869909616;0.4374669424714399;2
6316034;2;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1959;F;BRANCA;NAO;14854.95;2491.92;17346.87;False;10566;1.4494895801787995;0.2934440063973082;2
6318461;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;IV;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1964;M;BRANCA;NAO;16043.35;3977.42;20020.77;False;10856;1.5303060935385815;0.5777010601913993;2
6318533;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;II;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1960;M;BRANCA;NAO;10602.36;412.23;11014.59;False;10864;1.5325355145967823;-0.3797282351222873;3
6330401;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1959;F;BRANCA;NAO;16043.35;4283.84;20327.19;False;10877;1.5361583238163588;0.6102759681623724;2
6332480;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SUBPREFEITURA VILA PRUDENTE;110.0;1957;F;BRANCA;NAO;14854.95;2491.92;17346.87;False;10867;1.5333715474936076;0.2934440063973082;2
6334024;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1964;F;BRANCA;NAO;16043.35;2246.06;18289.41;True;10863;1.5322568369645073;0.3936435813563878;2
6337759;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1958;F;BRANCA;NAO;9013.75;1674.15;10687.9;False;10856;1.5303060935385815;-0.4144580069551875;3
6337813;2;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;I;ARQUITETURA;DAS10;EFETIVO;40;SUBPREFEITURA VILA MARIA/VILA GUILHERME;145.0;1970;F;BRANCA;NAO;8810.28;3054.54;11864.82;False;3010;-0.6561986092919371;-0.28934195483979736;1
6340130;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;IV;PEDAGOGIA;;EFETIVO;40;SUBPREFEITURA IPIRANGA;138.0;1961;F;BRANCA;NAO;14854.95;2491.92;17346.87;False;10872;1.5347649356549833;0.2934440063973082;2
6340172;2;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;I;ENGENHARIA;DAS15;EFETIVO;40;SUBPREFEITURA SAO MIGUEL;264.0;1967;M;BRANCA;NAO;9627.3;3228.73;12856.03;False;3278;-0.5815130038422074;-0.1839683678353315;1
6341144;2;ANALISTA DE MEIO AMBIENTE;QAA;II;MEIO AMBIENTE;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1972;F;BRANCA;NAO;7575.84;;7575.84;True;4657;-0.19721654893482976;-0.7452949892022568;0
6342507;2;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1968;F;BRANCA;NAO;7575.84;412.23;7988.07;False;4609;-0.21059307528403506;-0.7014716280872046;0
6342973;1;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;III;SOCIOLOGIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1958;F;BRANCA;NAO;12280.86;2866.49;15147.35;False;10807;1.5166508895571011;0.059617358070452785;3
6344801;2;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;I;ENGENHARIA;;EFETIVO;40;SUBPREFEITURA SAO MIGUEL;264.0;1972;F;BRANCA;NAO;8391.09;39.26;8430.35;False;3257;-0.5873652341199848;-0.6544537105315553;1
6346332;1;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;IV;CIENCIAS CONTABEIS;;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1959;M;BRANCA;NAO;14854.95;2491.92;17346.87;False;10797;1.51386411323435;0.2934440063973082;2
6346731;1;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;IV;CIENCIAS CONTABEIS;;EFETIVO;40;CONTROLADORIA GERAL DO MUNICIPIO;175.0;1966;F;PARDA;NAO;19283.32;6109.85;25393.17;False;10822;1.5208310540412278;1.148830345431451;2
6354807;2;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;II;CIENCIAS CONTABEIS;;EFETIVO;40;SECRETARIA MUNICIPAL DA FAZENDA;972.0;1970;F;PARDA;NAO;8862.67;1628.79;10491.46;False;7995;0.7330093875994897;-0.43534115727767947;3
6356125;2;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1965;F;PARDA;NAO;7650.19;1483.25;9133.44;False;4629;-0.20501952263853285;-0.5797095944643548;0
6356354;2;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;III;CIENCIAS CONTABEIS;;EFETIVO;40;SECRETARIA MUNICIPAL DA FAZENDA;972.0;1969;F;BRANCA;NAO;10734.08;3888.12;14622.2;True;7996;0.7332880652317649;0.0037896936851104777;3
6356800;2;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1969;F;BRANCA;NAO;7614.21;;7614.21;False;3997;-0.3811437862364028;-0.7412159499135477;0
6357733;2;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;II;CIENCIAS CONTABEIS;;EFETIVO;40;SUBPREFEITURA ITAQUERA;205.0;1965;F;PARDA;NAO;8978.15;1501.72;10479.87;False;7960;0.723255670469861;-0.4365732673990277;0
6360751;2;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;II;CIENCIAS CONTABEIS;DAS10;EFETIVO;40;GABINETE DO PREFEITO;865.0;1968;M;BRANCA;NAO;;;0.0;False;8708;0.9317065394116437;-1.5506676502649093;3
6362567;2;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;III;CIENCIAS CONTABEIS;;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1955;F;BRANCA;NAO;10528.87;1886.27;12415.14;False;8725;0.9364440591603206;-0.2308385172228468;3
6377556;2;ANALISTA DE ORDENAMENTO TERRITORIAL;QAA;III;TECNOLOGIA EM CONSTRUCAO CIVIL;;EFETIVO;40;SUBPREFEITURA VILA MARIA/VILA GUILHERME;145.0;1961;M;BRANCA;NAO;12280.86;5028.76;17309.62;False;10544;1.443358672268747;0.28948403210738344;2
6380328;3;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE EDUCACAO;82094.0;1962;F;BRANCA;NAO;6183.12;1442.75;7625.87;False;1158;-1.172309584265442;-0.7399763982297753;1
6387012;1;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;IV;CIENCIAS CONTABEIS;DAS12;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1965;M;BRANCA;NAO;16759.53;2658.29;19417.82;False;10776;1.5080118829565727;0.5136026307119321;2
6389872;2;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;III;EDUCACAO FISICA, ESPORTES;;EFETIVO;40;SECRETARIA MUNICIPAL DE ESPORTES E LAZER;679.0;1959;M;BRANCA;NAO;11371.17;3801.23;15172.4;False;10419;1.4085239682343582;0.06228037433790549;3
6390269;2;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1969;F;PARDA;NAO;8077.17;412.23;8489.4;False;4609;-0.21059307528403506;-0.6481762210867216;0
6394060;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;II;ENGENHARIA;DAS12;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1959;M;BRANCA;NAO;11318.33;1896.56;13214.89;False;10745;1.499372876356044;-0.1458186665284213;3
6394213;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1956;M;BRANCA;NAO;19541.48;3148.03;22689.51;False;10740;1.4979794881946686;0.8614095645268053;2
6395392;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ARQUITETURA;;EFETIVO;40;SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO;163.0;1959;F;BRANCA;NAO;21512.93;10222.05;31734.98;False;10734;1.496307422401018;1.8230157025210598;2
6395554;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1956;M;BRANCA;NAO;13850.58;412.23;14262.81;False;10734;1.496307422401018;-0.03441635088015327;3
6396372;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ARQUITETURA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1958;F;BRANCA;NAO;19541.48;3148.03;22689.51;False;10732;1.4957500671364679;0.8614095645268053;2
6396445;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SUBPREFEITURA JABAQUARA;122.0;1964;F;BRANCA;NAO;;;0.0;False;10731;1.4954713895041927;-1.5506676502649093;3
6399291;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;ENGENHARIA;DAS14;EFETIVO;40;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB;236.0;1957;M;BRANCA;NAO;15889.39;3403.26;19292.65;False;10725;1.493799323710542;0.5002960540174388;2
6399312;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;DAS12;EFETIVO;40;SUBPREFEITURA M'BOI MIRIM;109.0;1959;M;BRANCA;NAO;19699.43;1303.18;21002.61;False;10730;1.4951927118719175;0.6820785409113927;2
6399347;2;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1971;F;BRANCA;NAO;6756.85;1361.7;8118.55;False;3985;-0.3844879178237042;-0.6876005557288318;0
6399371;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA CIVIL;;EFETIVO;40;SUBPREFEITURA CAMPO LIMPO;158.0;1960;M;BRANCA;NAO;17193.47;5456.26;22649.73;False;10727;1.4943566789750922;0.8571806309092697;2
6421938;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE MOBILIDADE E TRANSPORTES;59.0;1961;M;BRANCA;NAO;16306.95;412.23;16719.18;False;10725;1.493799323710542;0.22671551614112337;3
6423019;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1961;M;BRANCA;NAO;11874.63;412.23;12286.86;False;10718;1.4918485802846162;-0.24447571190503598;3
6423060;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1963;F;BRANCA;NAO;18093.95;4798.78;22892.73;False;10710;1.4896191592264154;0.883013483324081;2
6424341;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1954;M;BRANCA;NAO;18093.95;2945.38;21039.33;False;10692;1.4846029618454633;0.6859821719429644;2
6424384;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DAS SUBPREFEITURAS;509.0;1958;M;AMARELA;NAO;14887.15;2496.43;17383.58;False;10709;1.4893404815941402;0.2973465743485337;2
6424431;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1957;M;BRANCA;NAO;14324.0;1846.75;16170.75;False;10697;1.485996350006839;0.16841300070962129;3
6425631;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;III;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1957;M;BRANCA;NAO;13850.58;274.82;14125.4;False;10699;1.486553705271389;-0.04902413791850399;3
6426115;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB;236.0;1959;M;BRANCA;NAO;19541.48;3148.03;22689.51;False;10710;1.4896191592264154;0.8614095645268053;2
6426620;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1959;M;BRANCA;NAO;18093.95;2945.38;21039.33;False;10731;1.4954713895041927;0.6859821719429644;2
6427006;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1957;M;BRANCA;NAO;18093.95;5745.11;23839.06;False;10697;1.485996350006839;0.983615965734404;2
6427146;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;759.0;1965;F;BRANCA;NAO;17013.94;2794.18;19808.12;False;10706;1.488504448697315;0.5550946566275735;2
6429351;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;IV;ENGENHARIA;;EFETIVO;40;SUBPREFEITURA MOOCA;192.0;1963;F;BRANCA;NAO;16753.67;2757.74;19511.41;False;10719;1.4921272579168914;0.5235519996728466;2
